class,year,month,day
0.841835522304,2014,1,7
0.839156269366,2014,1,8
0.83157291257,2014,1,9
0.8449387936389999,2014,1,10
0.890671709182,2014,1,11
0.860454845983,2014,1,12
0.832260007114,2014,1,13
0.845036122437,2014,1,14
0.8495094300570001,2014,1,15
0.84712491239,2014,1,16
0.806189723729,2014,1,17
0.825238110884,2014,1,18
0.822151977547,2014,1,19
0.84263757746,2014,1,20
0.836978733518,2014,1,21
0.830100187214,2014,1,22
0.824873063658,2014,1,23
0.818389060769,2014,1,24
0.8179138921479999,2014,1,25
0.831154369709,2014,1,26
0.802461749592,2014,1,27
0.805122978774,2014,1,28
0.804717235814,2014,1,29
0.802297475323,2014,1,30
0.80631513088,2014,1,31
0.827001948611,2014,2,1
0.8275758284910001,2014,2,2
0.810892780331,2014,2,3
0.8071627936019999,2014,2,4
0.803719720326,2014,2,5
0.777860501485,2014,2,6
0.7157996782830001,2014,2,7
0.707630658939,2014,2,8
0.7203166215,2014,2,9
0.656382333377,2014,2,10
0.69274289689,2014,2,11
0.67784749942,2014,2,12
0.624979094344,2014,2,13
0.648719236636,2014,2,14
0.663121307911,2014,2,15
0.63018844393,2014,2,16
0.62973938304,2014,2,17
0.637249203647,2014,2,18
0.627246963275,2014,2,19
0.6028501373620001,2014,2,20
0.569699422458,2014,2,21
0.598192466686,2014,2,22
0.621107028795,2014,2,23
0.58379747133,2014,2,24
0.516141923329,2014,2,25
0.591586255614,2014,2,26
0.5926283129,2014,2,27
0.581964181812,2014,2,28
0.5744892522489999,2014,3,1
0.581740926469,2014,3,2
0.6290139351039999,2014,3,3
0.687437994293,2014,3,4
0.673389323614,2014,3,5
0.670809341308,2014,3,6
0.654452513518,2014,3,7
0.6458128584580001,2014,3,8
0.6439689312760001,2014,3,9
0.649855309872,2014,3,10
0.6135705044940001,2014,3,11
0.639342323843,2014,3,12
0.646439263723,2014,3,13
0.636723140841,2014,3,14
0.63798383516,2014,3,15
0.642921983759,2014,3,16
0.626913793997,2014,3,17
0.617210132198,2014,3,18
0.6196975047109999,2014,3,19
0.602338515705,2014,3,20
0.594166909542,2014,3,21
0.567340596256,2014,3,22
0.5796309518299999,2014,3,23
0.5720115995899999,2014,3,24
0.583778652835,2014,3,25
0.5853485470209999,2014,3,26
0.549664277678,2014,3,27
0.52090496725,2014,3,28
0.511380898761,2014,3,29
0.47587756581,2014,3,30
0.46808652841299997,2014,3,31
0.489574542485,2014,4,1
0.482215372713,2014,4,2
0.448322823873,2014,4,3
0.460362974004,2014,4,4
0.45662665862,2014,4,5
0.461338022229,2014,4,6
0.46240337589,2014,4,7
0.456293356601,2014,4,8
0.45624482524500004,2014,4,9
0.417408496681,2014,4,10
0.410689404913,2014,4,11
0.447195865913,2014,4,12
0.424077409735,2014,4,13
0.444134473748,2014,4,14
0.50070977973,2014,4,15
0.5234834184049999,2014,4,16
0.513929235295,2014,4,17
0.49693270185300004,2014,4,18
0.502559137105,2014,4,19
0.507445984808,2014,4,20
0.497702215826,2014,4,21
0.49871448071700003,2014,4,22
0.493902112913,2014,4,23
0.492311001599,2014,4,24
0.47094013995699996,2014,4,25
0.46432472138499997,2014,4,26
0.45040821709699996,2014,4,27
0.439407436477,2014,4,28
0.448149389332,2014,4,29
0.44955674388,2014,4,30
0.457023684322,2014,5,1
0.45194560629,2014,5,2
0.441819595136,2014,5,3
0.435433674833,2014,5,4
0.432886001725,2014,5,5
0.431037371311,2014,5,6
0.449393756758,2014,5,7
0.445198654566,2014,5,8
0.451342048058,2014,5,9
0.448509571498,2014,5,10
0.43938671815200003,2014,5,11
0.43717007652400003,2014,5,12
0.43839055712499997,2014,5,13
0.44187097647,2014,5,14
0.441809082161,2014,5,15
0.450346364526,2014,5,16
0.450772261417,2014,5,17
0.446365668643,2014,5,18
0.0,2014,5,19
0.47185309943700005,2014,5,20
0.493586660568,2014,5,21
0.513716876653,2014,5,22
0.536540926228,2014,5,23
0.521133706182,2014,5,24
0.561800014462,2014,5,25
0.581783474003,2014,5,26
0.571970534468,2014,5,27
0.573734650081,2014,5,28
0.569671511039,2014,5,29
0.5987578399200001,2014,5,30
0.622818319815,2014,5,31
0.644067779375,2014,6,1
0.652155071636,2014,6,2
0.6663307734989999,2014,6,3
0.6298206823760001,2014,6,4
0.6555358665390001,2014,6,5
0.6584293784640001,2014,6,6
0.6497798906960001,2014,6,7
0.655404207882,2014,6,8
0.644862639229,2014,6,9
0.656179418447,2014,6,10
0.6366247504310001,2014,6,11
0.60994789486,2014,6,12
0.591091217384,2014,6,13
0.570501187383,2014,6,14
0.5681659148160001,2014,6,15
0.598822099502,2014,6,16
0.59879082561,2014,6,17
0.610022813412,2014,6,18
0.6076047651750001,2014,6,19
0.590935468551,2014,6,20
0.58475040542,2014,6,21
0.596072076086,2014,6,22
0.5897046694970001,2014,6,23
0.5832563955419999,2014,6,24
0.5710888296959999,2014,6,25
0.575715958907,2014,6,26
0.584101406385,2014,6,27
0.596939981273,2014,6,28
0.595414626539,2014,6,29
0.624102734053,2014,6,30
0.643148497381,2014,7,1
0.6487179392760001,2014,7,2
0.648940245191,2014,7,3
0.638294230527,2014,7,4
0.622804913705,2014,7,5
0.639329845491,2014,7,6
0.6239084927640001,2014,7,7
0.619948063917,2014,7,8
0.62747669673,2014,7,9
0.622113161447,2014,7,10
0.625366222386,2014,7,11
0.633088544508,2014,7,12
0.6336325540000001,2014,7,13
0.622108848079,2014,7,14
0.62002698,2014,7,15
0.617712969705,2014,7,16
0.616610286169,2014,7,17
0.618561896446,2014,7,18
0.629218379195,2014,7,19
0.628041308026,2014,7,20
0.62976875,2014,7,21
0.61868818,2014,7,22
0.611955304642,2014,7,23
0.60948857003,2014,7,24
0.6083663953239999,2014,7,25
0.5972169088829999,2014,7,26
0.6,2014,7,27
0.588395591494,2014,7,28
0.586137674996,2014,7,29
0.5767892428720001,2014,7,30
0.574884489485,2014,7,31
0.593502185734,2014,8,1
0.5932619789929999,2014,8,2
0.5928293472520001,2014,8,3
0.5906164061729999,2014,8,4
0.595019141262,2014,8,5
0.0,2014,8,6
0.586434789077,2014,8,7
0.589632735785,2014,8,8
0.583327123015,2014,8,9
0.588587697572,2014,8,10
0.5863776621969999,2014,8,11
0.570760558878,2014,8,12
0.561806115369,2014,8,13
0.514094033863,2014,8,14
0.520744726251,2014,8,15
0.503524563509,2014,8,16
0.508967447055,2014,8,17
0.480536019625,2014,8,18
0.47709472123299995,2014,8,19
0.499605746076,2014,8,20
0.5082983937559999,2014,8,21
0.529945437937,2014,8,22
0.5165713009690001,2014,8,23
0.5248799900000001,2014,8,24
0.496686090654,2014,8,25
0.0,2014,8,26
0.524853815541,2014,8,27
0.49508274999999996,2014,8,28
0.5248170866409999,2014,8,29
0.498755865517,2014,8,30
0.49708972198100004,2014,8,31
0.49001,2014,9,1
0.52476939,2014,9,2
0.0,2014,9,3
0.475003186707,2014,9,4
0.0,2014,9,5
0.52477,2014,9,6
0.488077565382,2014,9,7
0.47718024151,2014,9,8
0.466532705957,2014,9,9
0.47500001,2014,9,10
0.475000083781,2014,9,11
0.0,2014,9,12
0.47476999933,2014,9,13
0.49,2014,9,14
0.468509948029,2014,9,15
0.47960115828199995,2014,9,16
0.45946566800800004,2014,9,17
0.423162216332,2014,9,18
0.397784856667,2014,9,19
0.398998280959,2014,9,20
0.40291750083300004,2014,9,21
0.34281803023999996,2014,9,22
0.435938967723,2014,9,23
0.420002654507,2014,9,24
0.411610732178,2014,9,25
0.0,2014,9,26
0.0,2014,9,27
0.421479704224,2014,9,28
0.388296264814,2014,9,29
0.388037294973,2014,9,30
0.39,2014,10,1
0.372585469818,2014,10,2
0.372821965819,2014,10,3
0.33632276937300004,2014,10,4
0.313136722928,2014,10,5
0.31523864627799997,2014,10,6
0.336048011639,2014,10,7
0.352025463977,2014,10,8
0.368060320483,2014,10,9
0.36870219498900003,2014,10,10
0.367621027829,2014,10,11
0.377305144677,2014,10,12
0.39115637681300003,2014,10,13
0.40849725723799996,2014,10,14
0.39473406222900004,2014,10,15
0.382337682585,2014,10,16
0.382364631409,2014,10,17
0.382958967695,2014,10,18
0.0,2014,10,19
0.39124176,2014,10,20
0.379292530335,2014,10,21
0.390352628631,2014,10,22
0.368424708972,2014,10,23
0.367058041052,2014,10,24
0.35776647930600003,2014,10,25
0.364252141765,2014,10,26
0.364604665249,2014,10,27
0.359041297598,2014,10,28
0.343731363492,2014,10,29
0.33786715714000004,2014,10,30
0.346506156224,2014,10,31
0.327764429102,2014,11,1
0.323896149487,2014,11,2
0.32500045995800003,2014,11,3
0.32631213794299996,2014,11,4
0.33196135667700005,2014,11,5
0.348791590868,2014,11,6
0.337111404772,2014,11,7
0.344177127926,2014,11,8
0.347508991019,2014,11,9
0.353284674097,2014,11,10
0.367235504451,2014,11,11
0.404828444575,2014,11,12
0.411751562664,2014,11,13
0.40962045644699996,2014,11,14
0.37908007667099997,2014,11,15
0.380294154589,2014,11,16
0.404776560154,2014,11,17
0.38874918457400004,2014,11,18
0.38814293608899997,2014,11,19
0.36619448173,2014,11,20
0.357530096663,2014,11,21
0.360360730741,2014,11,22
0.366896029743,2014,11,23
0.375389465008,2014,11,24
0.388152614546,2014,11,25
0.384478831856,2014,11,26
0.37586319749,2014,11,27
0.378549187111,2014,11,28
0.385133618017,2014,11,29
0.38631957,2014,11,30
0.374103028618,2014,12,1
0.37734149931399996,2014,12,2
0.376422913615,2014,12,3
0.370608299176,2014,12,4
0.377605443933,2014,12,5
0.383977587214,2014,12,6
0.37336376641499996,2014,12,7
0.37034445203899996,2014,12,8
0.351057750667,2014,12,9
0.353238068896,2014,12,10
0.355206590837,2014,12,11
0.358453681274,2014,12,12
0.35020161694699997,2014,12,13
0.35271824813400005,2014,12,14
0.347384572774,2014,12,15
0.34186635896,2014,12,16
0.32440247216,2014,12,17
0.34176067240499997,2014,12,18
0.33529439467100003,2014,12,19
0.340507740863,2014,12,20
0.329722271536,2014,12,21
0.32558624830500005,2014,12,22
0.3355817025,2014,12,23
0.329727813181,2014,12,24
0.0,2014,12,25
0.32047921,2014,12,26
0.318569993381,2014,12,27
0.318998218952,2014,12,28
0.31913150181100003,2014,12,29
0.313728663817,2014,12,30
0.31909953179,2014,12,31
0.319072253333,2015,1,1
0.31702673896699995,2015,1,2
0.300378894622,2015,1,3
0.28400920114899997,2015,1,4
0.271520735702,2015,1,5
0.275208814152,2015,1,6
0.294282809709,2015,1,7
0.289922332797,2015,1,8
0.295570087915,2015,1,9
0.28192852623,2015,1,10
0.26582686071,2015,1,11
0.279998380743,2015,1,12
0.231984636567,2015,1,13
0.204480309986,2015,1,14
0.208049576105,2015,1,15
0.208349894906,2015,1,16
0.19962838944800002,2015,1,17
0.212648402636,2015,1,18
0.208230244013,2015,1,19
0.21903508062399998,2015,1,20
0.216570549323,2015,1,21
0.23882860333900002,2015,1,22
0.228226323478,2015,1,23
0.24341467800199998,2015,1,24
0.246711091677,2015,1,25
0.281447423288,2015,1,26
0.233874019166,2015,1,27
0.272644658817,2015,1,28
0.234137903896,2015,1,29
0.22727650569299998,2015,1,30
0.23031725405700001,2015,1,31
0.221370747838,2015,2,1
0.22849647571899998,2015,2,2
0.24010308844599998,2015,2,3
0.224642421205,2015,2,4
0.21851899960899998,2015,2,5
0.217467849567,2015,2,6
0.22030009194,2015,2,7
0.222689283867,2015,2,8
0.218668525363,2015,2,9
0.215285019982,2015,2,10
0.212731220377,2015,2,11
0.223554060024,2015,2,12
0.232664715458,2015,2,13
0.241328869295,2015,2,14
0.24113394067,2015,2,15
0.237842124711,2015,2,16
0.233907051338,2015,2,17
0.235630716786,2015,2,18
0.240592016261,2015,2,19
0.244372264117,2015,2,20
0.24012030999999998,2015,2,21
0.238975070559,2015,2,22
0.235311213123,2015,2,23
0.237956176023,2015,2,24
0.237406525997,2015,2,25
0.236360086846,2015,2,26
0.24885180111299998,2015,2,27
0.25010971279,2015,2,28
0.25121746883,2015,3,1
0.271242081562,2015,3,2
0.27461929068,2015,3,3
0.272729843127,2015,3,4
0.27142548782799997,2015,3,5
0.270810747814,2015,3,6
0.269991076422,2015,3,7
0.279879687236,2015,3,8
0.285953968367,2015,3,9
0.29201975923499995,2015,3,10
0.293925387637,2015,3,11
0.291668848722,2015,3,12
0.28306886777699997,2015,3,13
0.282277507752,2015,3,14
0.286808305128,2015,3,15
0.290354732454,2015,3,16
0.28700799994,2015,3,17
0.264753321858,2015,3,18
0.258133371005,2015,3,19
0.264813041381,2015,3,20
0.26103355923800003,2015,3,21
0.267201671516,2015,3,22
0.266383060138,2015,3,23
0.25726836952000004,2015,3,24
0.24529569878399998,2015,3,25
0.257395282501,2015,3,26
0.248115749977,2015,3,27
0.251663349264,2015,3,28
0.242814795172,2015,3,29
0.247684041232,2015,3,30
0.244820106644,2015,3,31
0.245032840167,2015,4,1
0.250329918666,2015,4,2
0.254430634091,2015,4,3
0.25032772197,2015,4,4
0.254962787487,2015,4,5
0.25622107361199997,2015,4,6
0.254285590383,2015,4,7
0.247014398322,2015,4,8
0.24298076824,2015,4,9
0.241116298803,2015,4,10
0.236495171203,2015,4,11
0.23835632228200002,2015,4,12
0.230165371925,2015,4,13
0.225482855658,2015,4,14
0.221598505255,2015,4,15
0.226989862106,2015,4,16
0.22897632077,2015,4,17
0.222790650883,2015,4,18
0.226423359563,2015,4,19
0.225668561853,2015,4,20
0.22828205197,2015,4,21
0.235459530584,2015,4,22
0.23342180450500002,2015,4,23
0.23201578207200002,2015,4,24
0.22734714257799998,2015,4,25
0.22052767372100002,2015,4,26
0.226171275732,2015,4,27
0.226069398692,2015,4,28
0.226230458308,2015,4,29
0.233000758064,2015,4,30
0.233539966518,2015,5,1
0.234197417007,2015,5,2
0.239740683259,2015,5,3
0.23928885777900002,2015,5,4
0.234124024234,2015,5,5
0.230969589218,2015,5,6
0.231845736459,2015,5,7
0.238968200905,2015,5,8
0.240884542426,2015,5,9
0.23832495778200002,2015,5,10
0.242416259579,2015,5,11
0.24089627518,2015,5,12
0.24156228751800002,2015,5,13
0.235795721224,2015,5,14
0.239294011992,2015,5,15
0.23897415441800002,2015,5,16
0.236613077822,2015,5,17
0.23401519546,2015,5,18
0.233234618753,2015,5,19
0.233994768166,2015,5,20
0.234692467838,2015,5,21
0.236863925496,2015,5,22
0.23996281817100001,2015,5,23
0.23948620687,2015,5,24
0.23645042503900002,2015,5,25
0.235827234888,2015,5,26
0.23680235666799998,2015,5,27
0.235431618433,2015,5,28
0.23563031199599999,2015,5,29
0.233454250291,2015,5,30
0.23375858895600002,2015,5,31
0.228353960228,2015,6,1
0.228035012844,2015,6,2
0.226269641654,2015,6,3
0.225632202797,2015,6,4
0.22283519748,2015,6,5
0.225148316811,2015,6,6
0.224673373333,2015,6,7
0.22681811076400002,2015,6,8
0.227037681531,2015,6,9
0.227788792887,2015,6,10
0.230356868558,2015,6,11
0.23012700695899999,2015,6,12
0.22897344441499998,2015,6,13
0.231717820829,2015,6,14
0.233055424536,2015,6,15
0.244985946473,2015,6,16
0.250781558694,2015,6,17
0.245762563561,2015,6,18
0.246503579164,2015,6,19
0.243222090685,2015,6,20
0.241014282783,2015,6,21
0.245681432615,2015,6,22
0.244136141041,2015,6,23
0.242372475532,2015,6,24
0.241614048371,2015,6,25
0.242106935562,2015,6,26
0.246879583987,2015,6,27
0.250610853905,2015,6,28
0.257878199311,2015,6,29
0.265008183534,2015,6,30
0.260020103998,2015,7,1
0.25575333804100003,2015,7,2
0.259012111126,2015,7,3
0.257252073494,2015,7,4
0.266528802575,2015,7,5
0.273756342834,2015,7,6
0.266754502999,2015,7,7
0.268877107103,2015,7,8
0.271548423741,2015,7,9
0.285052908468,2015,7,10
0.29348754693900003,2015,7,11
0.306581848378,2015,7,12
0.29196855607600003,2015,7,13
0.290961886848,2015,7,14
0.289100150058,2015,7,15
0.279659959387,2015,7,16
0.27875736842300003,2015,7,17
0.279703966612,2015,7,18
0.27503244168499996,2015,7,19
0.278724430268,2015,7,20
0.279380021458,2015,7,21
0.27689411261999997,2015,7,22
0.27676445461,2015,7,23
0.285993796101,2015,7,24
0.289148516612,2015,7,25
0.28941607203299996,2015,7,26
0.291010899629,2015,7,27
0.293007053324,2015,7,28
0.289709193912,2015,7,29
0.28698818071599996,2015,7,30
0.288950941774,2015,7,31
0.283998332337,2015,8,1
0.28081505561500003,2015,8,2
0.283704695662,2015,8,3
0.282136636495,2015,8,4
0.284127909299,2015,8,5
0.282666696762,2015,8,6
0.281669928299,2015,8,7
0.26950124331,2015,8,8
0.26239324450100004,2015,8,9
0.266552951449,2015,8,10
0.264233211323,2015,8,11
0.268394599955,2015,8,12
0.26591295527500003,2015,8,13
0.26733846431,2015,8,14
0.26634430841199996,2015,8,15
0.26266834500700004,2015,8,16
0.26079704931200004,2015,8,17
0.240347293256,2015,8,18
0.23365518260600002,2015,8,19
0.235813076639,2015,8,20
0.235228942888,2015,8,21
0.22773360102,2015,8,22
0.229716829891,2015,8,23
0.217460192371,2015,8,24
0.218651434622,2015,8,25
0.231595276041,2015,8,26
0.228196626442,2015,8,27
0.231038663413,2015,8,28
0.232233386304,2015,8,29
0.229191165154,2015,8,30
0.229030688554,2015,8,31
0.22861717170399998,2015,9,1
0.228949420608,2015,9,2
0.228669161182,2015,9,3
0.22972866814700002,2015,9,4
0.235085768444,2015,9,5
0.240139792935,2015,9,6
0.24048826175299998,2015,9,7
0.24376634153200002,2015,9,8
0.23990993339400002,2015,9,9
0.238517526104,2015,9,10
0.24120751337799998,2015,9,11
0.237622825225,2015,9,12
0.230942501977,2015,9,13
0.22949957491200002,2015,9,14
0.230928912322,2015,9,15
0.22973263934799998,2015,9,16
0.23114749420800002,2015,9,17
0.233372384228,2015,9,18
0.23097860110299998,2015,9,19
0.230609142077,2015,9,20
0.22865575028500001,2015,9,21
0.229565202274,2015,9,22
0.230439537445,2015,9,23
0.23221723561,2015,9,24
0.23423068669400002,2015,9,25
0.23530861055299998,2015,9,26
0.231855447936,2015,9,27
0.237889432183,2015,9,28
0.237713427245,2015,9,29
0.236296418786,2015,9,30
0.236167187465,2015,10,1
0.238718047721,2015,10,2
0.23690767187099998,2015,10,3
0.238008352643,2015,10,4
0.239267071688,2015,10,5
0.242439888177,2015,10,6
0.24188168134899998,2015,10,7
0.24227293955100002,2015,10,8
0.24303617165,2015,10,9
0.245314725717,2015,10,10
0.24580935972200002,2015,10,11
0.246281416673,2015,10,12
0.247140361192,2015,10,13
0.24884031268600001,2015,10,14
0.25440327129400003,2015,10,15
0.26002040253500003,2015,10,16
0.26655464345,2015,10,17
0.260869441239,2015,10,18
0.26402218322099996,2015,10,19
0.26776420803,2015,10,20
0.26774028396099997,2015,10,21
0.270512837158,2015,10,22
0.276740424851,2015,10,23
0.280630123025,2015,10,24
0.28841836349699995,2015,10,25
0.284624710368,2015,10,26
0.293033962102,2015,10,27
0.297943529856,2015,10,28
0.30900020961299995,2015,10,29
0.32175837452,2015,10,30
0.317892802904,2015,10,31
0.31667198527699997,2015,11,1
0.333742208264,2015,11,2
0.37501323842699996,2015,11,3
0.42846118624199997,2015,11,4
0.392911758717,2015,11,5
0.370049829715,2015,11,6
0.37887674136599997,2015,11,7
0.37208536574900003,2015,11,8
0.367296987958,2015,11,9
0.345715964935,2015,11,10
0.31295862921600004,2015,11,11
0.32195155231899997,2015,11,12
0.33240580025000005,2015,11,13
0.330974356835,2015,11,14
0.321857494866,2015,11,15
0.32498174215,2015,11,16
0.33225770493,2015,11,17
0.330147433739,2015,11,18
0.329716226184,2015,11,19
0.318370962604,2015,11,20
0.32242758569900004,2015,11,21
0.324197174069,2015,11,22
0.321775396893,2015,11,23
0.32315846378100005,2015,11,24
0.32437341675099995,2015,11,25
0.347180109545,2015,11,26
0.359092629491,2015,11,27
0.353500085668,2015,11,28
0.36037630822199995,2015,11,29
0.376567728677,2015,11,30
0.36458545343800003,2015,12,1
0.355739952303,2015,12,2
0.363537400498,2015,12,3
0.362068335826,2015,12,4
0.37559213969,2015,12,5
0.39466192708,2015,12,6
0.3913702176,2015,12,7
0.394950573348,2015,12,8
0.41286273343,2015,12,9
0.41466344906,2015,12,10
0.429055539721,2015,12,11
0.430534863035,2015,12,12
0.43085900260599996,2015,12,13
0.437593729203,2015,12,14
0.453007564623,2015,12,15
0.451121567835,2015,12,16
0.452427788928,2015,12,17
0.46530220459,2015,12,18
0.458388371751,2015,12,19
0.447440798273,2015,12,20
0.43982972198099995,2015,12,21
0.439394503038,2015,12,22
0.442805069365,2015,12,23
0.451972577658,2015,12,24
0.455616457702,2015,12,25
0.421410501573,2015,12,26
0.42254316990900004,2015,12,27
0.425829154852,2015,12,28
0.429707510554,2015,12,29
0.42812184881299997,2015,12,30
0.423342393109,2015,12,31
0.433197419197,2016,1,1
0.432989873224,2016,1,2
0.427434460328,2016,1,3
0.430631978814,2016,1,4
0.43051360069600003,2016,1,5
0.428381249337,2016,1,6
0.44662060615899996,2016,1,7
0.454347884578,2016,1,8
0.45444526743900004,2016,1,9
0.447733606251,2016,1,10
0.449573412254,2016,1,11
0.44874133718000003,2016,1,12
0.43442432347599996,2016,1,13
0.432608324845,2016,1,14
0.397019737001,2016,1,15
0.375253690586,2016,1,16
0.388136221233,2016,1,17
